0,159872829516,8330
1,199058002583,9410
2,27797543518,140
3,156613552184,2370
4,41701754172,560
5,40857727240,40
6,112422201438,1170
7,146279208145,1360
8,71185923840,2610
9,227773096989,590
10,27763081589,130
11,10221767909,90
12,68963451283,4170
13,95867511377,11770
14,130042579868,1520
15,410947651083,9610
16,328958761475,1810
17,27297451665,150
18,117825070641,690
19,135492781201,3140
20,66899640560,5730
21,396523791296,9400
22,14204657912,60
23,13118449633,47320
24,494046385308,3740
25,210954252268,29700
26,175153818365,1050
27,14204657912,60
28,21573748324,100
29,190177858271,4510
30,144428659760,11820
31,46873621035,420
32,63217154227,7450
33,14204657912,60
34,148640636693,1410
35,16028006818,220
36,105928441054,1490
37,103468342203,1710
38,67082877773,4000
39,236283981317,4800
40,68810334212,400
41,70738409524,2070
42,38975061155,16170
43,51861918501,70
44,149530884652,610
45,123614972331,2890
46,41701754172,560
47,31416350052,17510
48,89673481884,4520
49,24101635378,250
50,94059851624,490
51,98388163697,930
52,5783580059,4820
53,47205056169,44320
54,71185923840,2610
55,142332653677,11390
56,40001786081,920
57,4140287392,4930
58,169360392877,1100
59,15798637960,260
60,16028006818,220
61,15993071631,5060
62,9995075120,19810
63,142892810087,550
64,59783001290,350
65,70910896139,670
66,27763081589,130
67,41823163242,270
68,279191254602,1290
69,157834133646,1450
70,44476931315,120
71,31240258226,2100
72,31240258226,2100
73,221602221986,3360
74,31755931401,6130
75,18653819188,50
76,143167532276,1080
77,53038797486,6920
78,159872829516,8330
79,27763081589,130
80,51861918501,70
81,117149298433,1150
82,58247352428,730
83,351518851982,2150
84,4629963080,4830
85,273360794455,10940
86,39305332284,19710
87,198157899619,860
88,81462841629,500
89,105391217201,480
90,148646071491,15610
91,143167532276,1080
92,54913455671,7020
93,63865746448,1340
94,129895225710,2340
95,178305359123,40210
96,23907953144,410
97,31125208442,20
98,131130875434,370
99,65554345282,10550
100,221206477525,25330
101,317046457472,27500
102,117825070641,690
103,29875743942,45450
104,102023089300,4270
105,96897471251,800
106,47727414123,1270
107,1432050383,54210
108,78750892623,14110
109,1276733712,87110
110,344810226895,3480
111,16490628520,30
112,39934360213,19890
113,96974141898,12280
114,106659032264,3590
115,160450162685,15400
116,40857727240,40
117,54838352951,6220
118,156613552184,2370
119,99189159745,42240
120,81556879607,700
121,1975262994,500000
122,198137209158,1590
123,82515654816,13800
124,65597368602,7590
125,355656600755,4420
126,18535505349,46540
127,47118197482,5880
128,432675258359,35120
129,328958761475,1810
