0,199895486317,0
1,34849072466,20
2,703495135,140
3,34849072466,20
4,3557514658,300
5,34849072466,20
6,90579402550,60
7,2842865228,200
8,199895486317,0
9,49752482114,100
10,41411600214,30
11,34849072466,20
12,199895486317,0
13,49752482114,100
14,199895486317,0
15,49752482114,100
16,199895486317,0
17,199895486317,0
18,3557514658,300
19,34849072466,20
20,2842865228,200
21,199895486317,0
22,41411600214,30
23,199895486317,0
24,41411600214,30
25,496545238672,1120
26,34849072466,20
27,41411600214,30
28,199895486317,0
29,199895486317,0
30,2842865228,200
31,199895486317,0
32,2842865228,200
33,41411600214,30
34,69955742640,50
35,41411600214,30
36,199895486317,0
37,3557514658,300
38,2389978079,4000
39,199895486317,0
40,199895486317,0
41,199895486317,0
42,41411600214,30
43,199895486317,0
44,34849072466,20
45,23111512065,140
46,69955742640,50
47,49752482114,100
48,3557514658,300
49,36479356269,10
50,2842865228,200
51,199895486317,0
52,199895486317,0
53,41411600214,30
54,3838855448,2610
55,199895486317,0
56,3557514658,300
57,199895486317,0
58,1631544180,1100
59,41411600214,30
60,2842865228,200
61,199895486317,0
62,199895486317,0
63,36479356269,10
64,199895486317,0
65,41411600214,30
66,199895486317,0
67,34849072466,20
68,36479356269,10
69,34849072466,20
70,199895486317,0
71,2284198075,2100
72,49752482114,100
73,199895486317,0
74,34849072466,20
75,199895486317,0
76,192537828425,40
77,34264558518,2000
78,199895486317,0
79,199895486317,0
80,199895486317,0
81,1428944568,1150
82,41411600214,30
83,5268712144,2150
84,199895486317,0
85,5393917343,10940
86,8200366280,19710
87,41411600214,30
88,69955742640,50
89,49752482114,100
90,199895486317,0
91,7804022318,1080
92,48741888280,130
93,199895486317,0
94,199895486317,0
95,36479356269,10
96,36479356269,10
97,199895486317,0
98,41411600214,30
99,49752482114,100
100,90579402550,60
101,49752482114,100
102,5884350429,1000
103,3557514658,300
104,41411600214,30
105,2665689544,800
106,431746131091,90
107,14409491534,600
108,41411600214,30
109,192537828425,40
110,90579402550,60
111,199895486317,0
112,41411600214,30
113,199895486317,0
114,199895486317,0
115,32672037145,220
116,199895486317,0
117,199895486317,0
118,199895486317,0
119,41411600214,30
120,199895486317,0
121,199895486317,0
122,199895486317,0
123,199895486317,0
124,34849072466,20
125,34849072466,20
126,3557514658,300
127,199895486317,0
128,3557514658,300
129,2389611205,1810
130,2842865228,200
131,76801775924,320
132,41411600214,30
133,195728542,45460
134,199895486317,0
135,199895486317,0
136,199895486317,0
137,48741888280,130
138,199895486317,0
139,1428944568,1150
140,947000497,190
141,3557514658,300
142,199895486317,0
143,1957400056,120
144,8089554499,14110
145,192537828425,40
146,2755893741,560
147,36479356269,10
148,36479356269,10
149,2842865228,200
150,69955742640,50
151,18981328969,7390
152,199895486317,0
153,199895486317,0
154,69955742640,50
155,49752482114,100
156,49752482114,100
157,199895486317,0
158,5884350429,1000
159,199895486317,0
160,49752482114,100
161,199895486317,0
162,256159947,45110
163,1156586183,600
164,23111512065,140
165,41411600214,30
166,34849072466,20
167,199895486317,0
168,199895486317,0
169,199895486317,0
170,90579402550,60
171,49752482114,100
172,199895486317,0
173,41411600214,30
174,34849072466,20
175,41411600214,30
176,199895486317,0
177,199895486317,0
178,199895486317,0
179,41411600214,30
180,3557514658,300
181,199895486317,0
182,199895486317,0
183,1957400056,120
184,199895486317,0
185,199895486317,0
186,49752482114,100
187,199895486317,0
188,199895486317,0
189,199895486317,0
190,199895486317,0
191,199895486317,0
192,199895486317,0
193,199895486317,0
194,23111512065,140
195,49752482114,100
196,199895486317,0
197,199895486317,0
198,199895486317,0
199,199895486317,0
200,199895486317,0
201,199895486317,0
202,199895486317,0
203,199895486317,0
204,199895486317,0
205,41411600214,30
206,199895486317,0
207,23171672632,7410
208,3557514658,300
209,69955742640,50
210,49752482114,100
211,199895486317,0
212,199895486317,0
213,49752482114,100
214,34849072466,20
215,199895486317,0
216,34849072466,20
217,34849072466,20
218,34849072466,20
219,3980379286,1880
220,3557514658,300
221,41411600214,30
222,199895486317,0
223,49752482114,100
224,6204965880,20020
225,18714272820,9600
226,49752482114,100
227,1396309187,1330
228,199895486317,0
229,90579402550,60
230,199895486317,0
231,49752482114,100
232,199895486317,0
233,199895486317,0
234,199895486317,0
235,5884350429,1000
236,49752482114,100
237,199895486317,0
238,199895486317,0
239,283109715,27030
240,199895486317,0
241,199895486317,0
242,49752482114,100
243,199895486317,0
244,96170936710,1050
245,199895486317,0
246,199895486317,0
247,41411600214,30
248,41411600214,30
249,199895486317,0
250,1247927448,25570
251,199895486317,0
252,36479356269,10
253,199895486317,0
254,34849072466,20
255,34849072466,20
256,41411600214,30
257,5141460542,1240
258,199895486317,0
259,34849072466,20
260,41411600214,30
261,11738042142,2210
262,199895486317,0
263,41411600214,30
264,14409491534,600
265,49752482114,100
266,199895486317,0
267,199895486317,0
268,34849072466,20
269,199895486317,0
270,2842865228,200
271,36479356269,10
272,15509363273,110
273,36479356269,10
274,199895486317,0
275,199895486317,0
276,199895486317,0
277,36479356269,10
278,199895486317,0
279,41411600214,30
280,199895486317,0
281,8222715922,810
282,3006483374,690
283,151866036162,70
284,178442114349,250
285,36479356269,10
286,199895486317,0
287,142832202,29190
288,36479356269,10
289,41411600214,30
290,49752482114,100
291,199895486317,0
292,90579402550,60
293,199895486317,0
294,199895486317,0
295,1957400056,120
296,7800345696,4080
297,34849072466,20
298,14409491534,600
299,41411600214,30
300,963446954,210
301,199895486317,0
302,199895486317,0
303,90579402550,60
304,199895486317,0
305,199895486317,0
306,2143114727,1270
307,431746131091,90
308,7908482645,11300
309,199895486317,0
310,199895486317,0
311,34849072466,20
312,49752482114,100
313,199895486317,0
314,3557514658,300
315,199895486317,0
316,192537828425,40
317,69955742640,50
318,199895486317,0
319,41411600214,30
320,199895486317,0
321,90579402550,60
322,2275577764,200
323,199895486317,0
324,2842865228,200
325,48741888280,130
326,90579402550,60
327,41411600214,30
328,199895486317,0
